watch_id,user_id,movie_id,watch_date,watch_duration_pct,device
48,1,943,2026-03-05,90.57,Laptop
49,1,954,2026-08-01,100.0,Laptop
50,1,1009,2026-02-24,42.37,Laptop
51,1,1023,2025-11-05,100.0,Laptop
52,1,1024,2025-09-17,96.15,Laptop
53,1,1025,2026-04-05,93.23,Laptop
54,1,1029,2026-03-14,100.0,Laptop
55,1,1030,2026-06-03,70.31,Laptop
56,1,1031,2026-07-22,100.0,Laptop
57,1,1032,2026-01-18,91.61,Laptop
58,1,1042,2025-11-23,76.91,Laptop
59,1,1049,2026-04-24,100.0,Laptop
60,1,1060,2026-06-06,89.76,Laptop
61,1,1073,2025-11-13,95.21,Laptop
62,1,1080,2025-12-16,98.14,Laptop
63,1,1089,2025-10-20,88.94,Laptop
64,1,1090,2026-08-11,68.04,Laptop
65,1,1092,2025-09-28,100.0,Laptop
66,1,1097,2026-02-09,100.0,Laptop
67,1,1127,2025-12-13,79.28,Laptop
68,1,1136,2025-10-03,100.0,Laptop
69,1,1196,2026-03-03,100.0,Laptop
70,1,1197,2026-04-17,93.55,Laptop
71,1,1198,2025-09-28,100.0,Laptop
72,1,1206,2025-12-25,100.0,Laptop
73,1,1208,2025-11-17,79.64,Laptop
74,1,1210,2025-09-07,100.0,Laptop
75,1,1213,2026-08-04,73.8,Laptop
76,1,1214,2026-06-26,88.22,Laptop
77,1,1219,2026-07-16,40.87,Laptop
78,1,1220,2025-10-03,97.01,Laptop
79,1,1222,2025-11-24,100.0,Laptop
80,1,1224,2026-06-22,80.12,Laptop
81,1,1226,2026-02-21,97.8,Laptop
82,1,1240,2026-02-06,100.0,Laptop
83,1,1256,2026-01-25,100.0,Laptop
84,1,1258,2026-04-24,54.82,Laptop
85,1,1265,2026-02-16,71.92,Laptop
86,1,1270,2026-01-22,94.98,Laptop
87,1,1275,2026-04-07,100.0,Laptop
88,1,1278,2026-08-22,100.0,Laptop
89,1,1282,2026-04-05,94.7,Laptop
90,1,1291,2026-02-03,100.0,Laptop
91,1,1298,2026-03-25,100.0,Laptop
92,1,1348,2026-05-28,89.69,Laptop
93,1,1377,2026-02-14,52.98,Laptop
94,1,1396,2026-05-02,56.72,Laptop
95,1,1408,2025-10-16,56.08,Laptop
96,1,1445,2026-03-22,45.36,Laptop
97,1,1473,2025-10-20,82.96,Laptop
98,1,1500,2026-05-30,82.61,Laptop
99,1,1517,2025-10-24,100.0,Laptop
100,1,1552,2026-08-05,77.65,Laptop
101,1,1573,2026-04-03,85.85,Laptop
102,1,1580,2026-06-17,55.79,Laptop
103,1,1587,2026-03-21,96.57,Laptop
104,1,1617,2025-09-22,91.98,Laptop
105,1,1620,2026-04-11,78.39,Laptop
106,1,1625,2026-04-01,100.0,Laptop
107,1,1644,2026-02-11,78.86,Laptop
108,1,1676,2026-01-13,61.75,Laptop
109,1,1732,2025-10-28,100.0,Laptop
110,1,1777,2026-02-02,79.26,Laptop
111,1,1793,2026-08-25,60.81,Laptop
112,1,1804,2025-12-06,99.73,Laptop
113,1,1805,2026-08-29,80.6,Laptop
114,1,1920,2026-05-27,100.0,Laptop
115,1,1927,2026-08-19,98.08,Laptop
116,1,1954,2025-11-11,100.0,Laptop
117,1,1967,2026-04-29,79.65,Laptop
118,1,2000,2026-07-19,68.31,Laptop
119,1,2005,2026-04-27,100.0,Laptop
120,1,2012,2025-11-02,87.52,Laptop
121,1,2018,2026-08-02,100.0,Laptop
122,1,2028,2026-02-16,70.91,Laptop
123,1,2033,2026-04-18,100.0,Laptop
124,1,2046,2026-03-13,65.98,Laptop
125,1,2048,2026-07-24,100.0,Laptop
126,1,2054,2026-03-04,100.0,Laptop
127,1,2058,2026-06-08,90.09,Laptop
128,1,2078,2026-03-09,94.34,Laptop
129,1,2090,2026-04-04,100.0,Laptop
130,1,2093,2026-06-02,54.97,Laptop
131,1,2094,2025-10-30,84.49,Laptop
132,1,2096,2025-11-13,80.69,Laptop
133,1,2099,2025-12-01,69.38,Laptop
134,1,2105,2026-05-09,84.74,Laptop
135,1,2115,2026-04-06,90.81,Laptop
136,1,2116,2026-05-13,100.0,Laptop
137,1,2137,2026-04-16,92.17,Laptop
138,1,2139,2026-06-18,96.78,Laptop
139,1,2141,2026-03-18,100.0,Laptop
140,1,2143,2025-10-07,67.69,Laptop
141,1,2161,2026-08-08,100.0,Laptop
142,1,2174,2025-09-07,93.07,Laptop
143,1,2193,2026-08-23,63.93,Laptop
144,1,2253,2026-06-02,41.85,Laptop
145,1,2268,2025-10-08,82.6,Laptop
146,1,2273,2026-06-30,87.82,Laptop
147,1,2291,2026-06-02,87.63,Laptop
148,1,2329,2025-12-03,86.8,Laptop
149,1,2338,2026-07-21,45.22,Laptop
150,1,2353,2025-10-23,100.0,Laptop
151,1,2366,2025-09-30,82.5,Laptop
152,1,2387,2026-06-27,100.0,Laptop
153,1,2389,2025-11-14,33.2,Laptop
154,1,2395,2026-08-14,100.0,Laptop
155,1,2406,2026-08-02,82.93,Laptop
156,1,2414,2025-10-17,52.86,Laptop
157,1,2427,2025-11-29,100.0,Laptop
158,1,2450,2026-03-10,84.74,Laptop
159,1,2459,2026-09-02,88.09,Laptop
160,1,2470,2025-10-02,100.0,Laptop
161,1,2478,2025-09-25,70.25,Laptop
162,1,2492,2026-01-20,87.87,Laptop
163,1,2502,2026-06-26,100.0,Laptop
164,1,2528,2026-03-10,51.79,Laptop
165,1,2529,2026-03-17,100.0,Laptop
166,1,2542,2026-03-03,100.0,Laptop
167,1,2571,2026-07-16,100.0,Laptop
168,1,2580,2025-11-01,100.0,Laptop
169,1,2596,2026-03-11,97.55,Laptop
170,1,2616,2026-04-25,72.46,Laptop
171,1,2617,2026-02-01,31.1,Laptop
172,1,2628,2025-11-16,71.84,Laptop
173,1,2640,2026-04-13,79.23,Laptop
174,1,2641,2025-12-07,100.0,Laptop
175,1,2644,2026-07-16,82.77,Laptop
176,1,2648,2026-04-13,88.27,Laptop
177,1,2654,2026-03-28,100.0,Laptop
178,1,2657,2025-09-12,74.54,Laptop
179,1,2692,2025-12-27,97.35,Laptop
180,1,2700,2026-09-01,100.0,Laptop
181,1,2716,2026-03-19,100.0,Laptop
182,1,2761,2025-11-16,91.43,Laptop
183,1,2797,2026-05-14,69.29,Laptop
184,1,2826,2026-01-29,84.82,Laptop
185,1,2858,2026-07-21,97.77,Laptop
186,1,2872,2025-10-18,100.0,Laptop
187,1,2899,2026-03-29,100.0,Laptop
188,1,2916,2026-07-30,79.27,Laptop
189,1,2944,2025-12-23,91.53,Laptop
190,1,2947,2026-05-06,84.85,Laptop
191,1,2948,2025-09-24,95.53,Laptop
192,1,2949,2026-05-13,100.0,Laptop
193,1,2959,2026-07-03,100.0,Laptop
194,1,2985,2026-04-16,67.54,Laptop
195,1,2987,2026-03-21,100.0,Laptop
196,1,2991,2025-11-19,100.0,Laptop
197,1,2993,2026-08-11,91.16,Laptop
198,1,2997,2025-11-09,81.54,Laptop
199,1,3033,2025-10-03,100.0,Laptop
200,1,3034,2026-02-10,88.57,Laptop
201,1,3052,2026-08-19,100.0,Laptop
202,1,3053,2025-10-02,100.0,Laptop
203,1,3062,2026-01-19,90.83,Laptop
204,1,3147,2026-03-07,100.0,Laptop
205,1,3168,2026-01-10,66.22,Laptop
206,1,3176,2025-12-08,10.62,Laptop
207,1,3243,2026-03-06,65.15,Laptop
208,1,3247,2026-02-07,65.14,Laptop
209,1,3253,2026-03-30,100.0,Laptop
210,1,3273,2025-10-22,100.0,Laptop
211,1,3386,2026-06-14,100.0,Laptop
212,1,3439,2025-10-26,91.36,Laptop
213,1,3440,2026-04-06,89.54,Laptop
214,1,3441,2026-05-30,100.0,Laptop
215,1,3448,2025-12-21,96.85,Laptop
216,1,3450,2026-07-17,100.0,Laptop
217,1,3479,2025-11-13,72.27,Laptop
218,1,3489,2026-01-31,77.63,Laptop
219,1,3527,2026-04-11,75.15,Laptop
220,1,3578,2026-05-20,100.0,Laptop
221,1,3617,2026-09-01,100.0,Laptop
222,1,3639,2026-01-23,61.33,Laptop
223,1,3671,2025-12-07,100.0,Laptop
224,1,3702,2026-08-11,83.87,Laptop
225,1,3703,2025-12-02,95.28,Laptop
226,1,3729,2026-03-11,100.0,Laptop
227,1,3740,2026-02-24,80.64,Laptop
228,1,3744,2025-11-27,69.22,Laptop
229,1,3793,2025-10-10,92.85,Laptop
230,1,3809,2026-07-31,86.8,Laptop
231,1,4006,2025-10-12,72.7,Laptop
232,1,5060,2026-02-08,100.0,Laptop
233,2,318,2025-12-25,60.46,Mobile
234,2,333,2026-08-11,73.48,Mobile
235,2,1704,2026-09-03,100.0,Mobile
236,2,3578,2025-12-23,86.34,Mobile
237,2,6874,2025-09-26,59.75,Mobile
238,2,8798,2026-06-30,71.86,Mobile
239,2,46970,2026-04-26,73.38,Mobile
240,2,48516,2025-09-09,88.52,Mobile
241,2,58559,2025-11-16,82.07,Mobile
242,2,60756,2026-08-16,98.85,Mobile
243,2,68157,2026-06-19,95.05,Mobile
244,2,71535,2026-01-25,68.66,Mobile
245,2,74458,2025-12-17,68.0,Mobile
246,2,77455,2026-09-01,56.65,Mobile
247,2,79132,2026-01-20,75.25,Mobile
248,2,80489,2026-05-18,83.47,Mobile
249,2,80906,2026-08-28,100.0,Mobile
250,2,86345,2026-05-06,84.05,Mobile
251,2,89774,2026-03-25,87.39,Mobile
252,2,91529,2026-03-30,79.18,Mobile
253,2,91658,2026-06-15,71.22,Mobile
254,2,99114,2026-05-22,80.32,Mobile
255,2,106782,2025-10-16,84.81,Mobile
256,2,109487,2026-03-07,55.16,Mobile
257,2,112552,2025-12-01,92.67,Mobile
258,2,114060,2026-02-11,32.92,Mobile
259,2,115713,2026-03-07,74.44,Mobile
260,2,122882,2026-07-12,100.0,Mobile
261,2,131724,2026-05-27,90.73,Mobile
262,3,31,2026-01-18,9.4,Laptop
263,3,527,2025-12-21,5.0,Laptop
264,3,647,2026-04-25,5.0,Laptop
265,3,688,2025-12-06,7.47,Laptop
266,3,720,2025-10-09,5.0,Laptop
267,3,849,2025-10-11,100.0,Laptop
268,3,914,2026-03-06,5.0,Laptop
269,3,1093,2026-02-02,5.6,Laptop
270,3,1124,2026-02-01,11.31,Laptop
271,3,1263,2026-03-01,24.41,Laptop
272,3,1272,2026-07-09,5.0,Laptop
273,3,1275,2025-10-20,81.63,Laptop
274,3,1302,2026-06-25,10.1,Laptop
275,3,1371,2026-04-15,50.18,Laptop
276,3,1587,2025-11-06,94.62,Laptop
277,3,2018,2026-05-15,11.99,Laptop
278,3,2080,2026-06-15,5.0,Laptop
279,3,2090,2026-03-25,10.7,Laptop
280,3,2105,2025-09-21,36.15,Laptop
281,3,2288,2025-11-04,81.14,Laptop
282,3,2424,2026-02-21,16.62,Laptop
283,3,2851,2026-06-21,100.0,Laptop
284,3,3024,2026-05-17,77.62,Laptop
285,3,3210,2026-04-12,31.33,Laptop
286,3,3703,2026-05-02,80.48,Laptop
287,3,3949,2025-12-05,8.48,Laptop
288,3,4518,2026-05-16,100.0,Laptop
289,3,5048,2026-01-22,12.81,Laptop
290,3,5181,2026-05-18,93.77,Laptop
291,3,5746,2025-10-25,97.92,Laptop
292,3,5764,2025-09-08,85.07,Laptop
293,3,5919,2026-03-28,94.11,Laptop
294,3,6238,2026-06-09,18.5,Laptop
295,3,6835,2026-07-27,100.0,Laptop
296,3,7899,2025-10-07,83.07,Laptop
297,3,7991,2026-08-24,100.0,Laptop
298,3,26409,2026-04-04,93.07,Laptop
299,3,70946,2025-12-29,100.0,Laptop
300,3,72378,2026-08-21,16.3,Laptop
301,4,21,2026-03-27,51.71,Mobile
302,4,32,2025-11-02,34.4,Mobile
303,4,45,2025-10-29,67.47,Mobile
304,4,47,2026-01-30,46.1,Mobile
305,4,52,2026-06-13,59.79,Mobile
306,4,58,2025-10-07,61.17,Mobile
307,4,106,2026-04-14,92.78,Mobile
308,4,125,2026-04-12,94.08,Mobile
309,4,126,2025-10-20,25.47,Mobile
310,4,162,2026-04-21,97.98,Mobile
311,4,171,2026-02-27,57.82,Mobile
312,4,176,2026-03-03,100.0,Mobile
313,4,190,2026-06-29,48.25,Mobile
314,4,215,2025-12-13,100.0,Mobile
315,4,222,2026-06-26,33.05,Mobile
316,4,232,2026-03-10,100.0,Mobile
317,4,235,2026-03-04,46.82,Mobile
318,4,247,2026-09-06,56.9,Mobile
319,4,260,2026-08-03,100.0,Mobile
320,4,265,2025-12-04,98.7,Mobile
321,4,296,2026-04-05,20.97,Mobile
322,4,319,2026-07-19,100.0,Mobile
323,4,342,2026-08-14,91.82,Mobile
324,4,345,2026-03-04,100.0,Mobile
325,4,348,2025-12-24,69.94,Mobile
326,4,351,2026-03-28,47.86,Mobile
327,4,357,2026-04-03,71.58,Mobile
328,4,368,2025-10-23,87.92,Mobile
329,4,417,2025-09-11,46.24,Mobile
330,4,441,2026-05-05,26.28,Mobile
331,4,450,2025-09-09,39.88,Mobile
332,4,457,2025-10-02,91.03,Mobile
333,4,475,2026-03-11,100.0,Mobile
334,4,492,2026-03-13,93.23,Mobile
335,4,509,2025-10-07,29.75,Mobile
336,4,538,2025-09-09,98.53,Mobile
337,4,539,2026-02-25,11.75,Mobile
338,4,553,2026-03-26,36.79,Mobile
339,4,588,2026-03-21,84.13,Mobile
340,4,593,2025-12-25,94.36,Mobile
341,4,595,2026-01-29,51.78,Mobile
342,4,599,2025-12-17,42.44,Mobile
343,4,608,2026-05-07,100.0,Mobile
344,4,648,2025-11-20,54.93,Mobile
345,4,708,2025-12-22,75.29,Mobile
346,4,759,2026-07-08,62.32,Mobile
347,4,800,2026-04-02,65.52,Mobile
348,4,892,2026-03-10,65.93,Mobile
349,4,898,2026-03-01,92.82,Mobile
350,4,899,2026-03-03,77.87,Mobile
351,4,902,2026-08-29,83.11,Mobile
352,4,904,2026-07-08,94.75,Mobile
353,4,908,2026-06-19,100.0,Mobile
354,4,910,2026-01-21,98.4,Mobile
355,4,912,2026-07-27,99.81,Mobile
356,4,914,2026-06-03,89.97,Mobile
357,4,919,2026-01-04,99.81,Mobile
358,4,920,2026-01-14,97.11,Mobile
359,4,930,2025-10-13,100.0,Mobile
360,4,937,2026-08-19,51.73,Mobile
361,4,1025,2026-08-02,85.19,Mobile
362,4,1046,2026-08-20,100.0,Mobile
363,4,1057,2026-01-30,58.91,Mobile
364,4,1060,2026-01-02,44.02,Mobile
365,4,1073,2026-08-23,86.9,Mobile
366,4,1077,2026-06-02,95.99,Mobile
367,4,1079,2025-09-13,42.24,Mobile
368,4,1080,2026-03-18,100.0,Mobile
369,4,1084,2026-01-23,100.0,Mobile
370,4,1086,2025-09-18,92.27,Mobile
371,4,1094,2025-11-16,60.25,Mobile
372,4,1103,2026-05-10,100.0,Mobile
373,4,1136,2025-09-15,100.0,Mobile
374,4,1179,2026-06-20,89.59,Mobile
375,4,1183,2025-11-25,41.53,Mobile
376,4,1188,2025-12-09,92.33,Mobile
377,4,1196,2026-01-29,100.0,Mobile
378,4,1197,2025-12-22,100.0,Mobile
379,4,1198,2025-10-09,81.9,Mobile
380,4,1199,2026-03-16,31.92,Mobile
381,4,1203,2025-09-21,91.6,Mobile
382,4,1211,2026-01-08,14.01,Mobile
383,4,1213,2025-09-13,58.76,Mobile
384,4,1219,2025-09-23,74.74,Mobile
385,4,1225,2025-11-07,72.41,Mobile
386,4,1250,2026-04-27,100.0,Mobile
387,4,1259,2025-12-21,83.42,Mobile
388,4,1265,2025-10-08,98.76,Mobile
389,4,1266,2025-11-03,89.5,Mobile
390,4,1279,2026-05-08,34.23,Mobile
391,4,1282,2026-07-11,91.02,Mobile
392,4,1283,2025-12-07,100.0,Mobile
393,4,1288,2026-01-11,66.8,Mobile
394,4,1291,2025-12-14,98.31,Mobile
395,4,1304,2025-10-16,71.79,Mobile
396,4,1391,2026-01-08,15.31,Mobile
397,4,1449,2026-01-24,82.87,Mobile
398,4,1466,2026-03-07,93.54,Mobile
399,4,1500,2026-07-18,78.85,Mobile
400,4,1517,2026-06-03,92.38,Mobile
401,4,1580,2026-01-15,44.06,Mobile
402,4,1597,2025-12-19,14.01,Mobile
403,4,1617,2026-05-29,40.05,Mobile
404,4,1641,2026-03-06,80.47,Mobile
405,4,1704,2026-05-24,15.5,Mobile
406,4,1719,2026-06-28,86.23,Mobile
407,4,1732,2026-05-08,69.32,Mobile
408,4,1733,2025-10-22,98.58,Mobile
409,4,1734,2025-12-13,61.2,Mobile
410,4,1834,2026-02-02,100.0,Mobile
411,4,1860,2025-12-11,47.12,Mobile
412,4,1883,2026-07-17,68.75,Mobile
413,4,1885,2026-03-10,44.66,Mobile
414,4,1892,2025-10-20,52.78,Mobile
415,4,1895,2026-02-09,83.32,Mobile
416,4,1907,2025-10-22,52.52,Mobile
417,4,1914,2026-02-24,95.51,Mobile
418,4,1916,2026-02-01,21.16,Mobile
419,4,1923,2026-02-28,71.79,Mobile
420,4,1947,2026-08-10,100.0,Mobile
421,4,1966,2026-03-23,60.61,Mobile
422,4,1967,2026-06-20,100.0,Mobile
423,4,1968,2026-05-15,77.51,Mobile
424,4,2019,2026-01-21,49.72,Mobile
425,4,2076,2026-03-02,86.45,Mobile
426,4,2078,2026-05-28,100.0,Mobile
427,4,2109,2025-09-20,70.35,Mobile
428,4,2145,2026-02-17,66.86,Mobile
429,4,2150,2026-04-12,100.0,Mobile
430,4,2174,2026-02-13,82.41,Mobile
431,4,2186,2025-11-06,88.17,Mobile
432,4,2203,2026-01-20,59.61,Mobile
433,4,2204,2026-06-12,97.31,Mobile
434,4,2282,2026-01-19,27.18,Mobile
435,4,2324,2026-06-29,35.02,Mobile
436,4,2336,2026-04-05,40.74,Mobile
437,4,2351,2026-02-09,96.29,Mobile
438,4,2359,2025-11-02,66.2,Mobile
439,4,2390,2026-08-29,82.97,Mobile
440,4,2395,2026-09-01,59.44,Mobile
441,4,2406,2025-11-28,83.84,Mobile
442,4,2467,2026-01-27,79.67,Mobile
443,4,2571,2026-01-05,5.0,Mobile
444,4,2583,2025-11-24,99.11,Mobile
445,4,2599,2025-12-28,86.96,Mobile
446,4,2628,2026-03-05,26.7,Mobile
447,4,2683,2026-02-21,83.67,Mobile
448,4,2692,2026-07-27,90.6,Mobile
449,4,2712,2026-02-15,34.86,Mobile
450,4,2762,2025-11-16,69.41,Mobile
451,4,2763,2025-11-03,19.37,Mobile
452,4,2770,2026-09-01,49.55,Mobile
453,4,2791,2025-10-12,90.14,Mobile
454,4,2843,2026-06-28,100.0,Mobile
455,4,2858,2026-07-20,94.7,Mobile
456,4,2874,2025-12-19,72.07,Mobile
457,4,2921,2025-10-14,78.93,Mobile
458,4,2926,2026-09-05,89.65,Mobile
459,4,2959,2025-09-22,34.46,Mobile
460,4,2973,2026-02-24,28.02,Mobile
461,4,2997,2026-03-13,99.65,Mobile
462,4,3033,2026-02-13,80.35,Mobile
463,4,3044,2026-01-26,93.0,Mobile
464,4,3060,2026-04-25,82.14,Mobile
465,4,3079,2026-03-24,58.88,Mobile
466,4,3083,2026-03-10,97.79,Mobile
467,4,3160,2025-09-20,86.14,Mobile
468,4,3175,2025-11-13,27.58,Mobile
469,4,3176,2026-02-05,74.69,Mobile
470,4,3204,2025-10-19,74.24,Mobile
471,4,3255,2026-08-19,77.25,Mobile
472,4,3317,2026-05-23,56.98,Mobile
473,4,3358,2025-10-30,44.85,Mobile
474,4,3365,2026-03-22,100.0,Mobile
475,4,3386,2026-08-04,96.45,Mobile
476,4,3408,2026-06-26,77.51,Mobile
477,4,3481,2026-04-14,45.77,Mobile
478,4,3489,2025-12-28,23.11,Mobile
479,4,3508,2026-01-12,100.0,Mobile
480,4,3538,2026-03-17,51.2,Mobile
481,4,3591,2026-06-30,18.72,Mobile
482,4,3788,2026-03-01,50.44,Mobile
483,4,3809,2025-09-13,43.94,Mobile
484,4,3851,2026-01-31,100.0,Mobile
485,4,3897,2026-05-04,72.44,Mobile
486,4,3911,2025-09-22,45.78,Mobile
487,4,3967,2026-02-25,73.53,Mobile
488,4,3996,2026-05-23,69.18,Mobile
489,4,4002,2026-08-10,76.87,Mobile
490,4,4014,2026-02-09,28.82,Mobile
491,4,4020,2025-11-15,59.92,Mobile
492,4,4021,2026-05-14,94.8,Mobile
493,4,4027,2025-12-12,60.77,Mobile
494,4,4029,2025-10-31,51.39,Mobile
495,4,4033,2025-12-26,95.23,Mobile
496,4,4034,2026-03-30,100.0,Mobile
497,4,4074,2025-09-23,49.63,Mobile
498,4,4121,2026-07-27,78.1,Mobile
499,4,4144,2025-12-07,51.24,Mobile
500,4,4166,2025-10-11,46.17,Mobile
501,4,4226,2026-07-01,49.26,Mobile
502,4,4239,2026-02-14,100.0,Mobile
503,4,4246,2026-06-06,66.01,Mobile
504,4,4252,2026-03-05,65.63,Mobile
505,4,4260,2026-05-23,33.49,Mobile
506,4,4273,2025-11-14,75.13,Mobile
507,4,4308,2025-12-08,14.08,Mobile
508,4,4347,2026-02-12,71.36,Mobile
509,4,4381,2025-10-11,60.49,Mobile
510,4,4641,2026-03-30,11.69,Mobile
511,4,4741,2025-10-17,62.7,Mobile
512,4,4765,2026-03-28,99.5,Mobile
513,4,4881,2026-07-24,57.61,Mobile
514,4,4896,2026-01-18,70.92,Mobile
515,4,4902,2025-09-23,74.23,Mobile
516,4,4967,2025-12-28,100.0,Mobile
517,5,1,2026-01-18,85.01,Mobile
518,5,21,2026-02-11,70.22,Mobile
519,5,34,2026-08-02,80.99,Mobile
520,5,36,2026-04-30,87.51,Mobile
521,5,39,2026-01-26,43.31,Mobile
522,5,50,2026-05-03,85.43,Mobile
523,5,58,2025-09-28,93.37,Mobile
524,5,110,2026-09-05,85.71,Mobile
525,5,150,2026-08-01,52.37,Mobile
526,5,153,2025-10-14,41.95,Mobile
527,5,232,2026-01-22,63.72,Mobile
528,5,247,2026-02-22,100.0,Mobile
529,5,253,2026-07-09,62.6,Mobile
530,5,261,2026-07-16,70.96,Mobile
531,5,265,2025-12-03,66.39,Mobile
532,5,266,2025-11-09,5.0,Mobile
533,5,290,2025-12-06,99.34,Mobile
534,5,296,2026-02-03,87.89,Mobile
535,5,300,2026-06-29,53.48,Mobile
536,5,316,2026-03-19,40.47,Mobile
537,5,318,2025-11-29,51.4,Mobile
538,5,344,2026-03-27,56.15,Mobile
539,5,349,2026-04-08,70.06,Mobile
540,5,357,2026-03-21,34.23,Mobile
541,5,364,2025-12-14,68.36,Mobile
542,5,367,2026-04-07,68.7,Mobile
543,5,380,2025-10-13,45.3,Mobile
544,5,410,2025-10-21,74.42,Mobile
545,5,457,2026-03-29,55.28,Mobile
546,5,474,2026-01-17,72.03,Mobile
547,5,475,2026-01-30,100.0,Mobile
548,5,515,2026-03-22,57.97,Mobile
549,5,527,2026-06-22,100.0,Mobile
550,5,531,2025-12-04,73.96,Mobile
551,5,534,2026-04-14,60.87,Mobile
552,5,588,2026-08-30,78.44,Mobile
553,5,589,2025-11-18,71.68,Mobile
554,5,590,2025-12-24,100.0,Mobile
555,5,592,2025-10-23,63.38,Mobile
556,5,594,2026-06-18,95.88,Mobile
557,5,595,2026-04-12,95.12,Mobile
558,5,596,2026-03-13,95.67,Mobile
559,5,597,2026-07-03,63.94,Mobile
560,5,608,2025-11-30,55.79,Mobile
561,6,2,2026-01-21,82.9,Mobile
562,6,3,2026-02-19,100.0,Mobile
563,6,4,2026-06-19,68.71,Mobile
564,6,5,2026-04-16,96.74,Mobile
565,6,6,2026-06-04,92.01,Mobile
566,6,7,2026-08-23,75.92,Mobile
567,6,8,2025-11-11,39.62,Mobile
568,6,10,2025-12-08,49.92,Mobile
569,6,11,2025-11-07,61.29,Mobile
570,6,13,2026-02-07,56.48,Mobile
571,6,15,2025-09-07,80.18,Mobile
572,6,16,2026-02-22,96.76,Mobile
573,6,17,2026-01-25,83.27,Mobile
574,6,19,2026-07-31,37.81,Mobile
575,6,21,2025-09-18,48.29,Mobile
576,6,22,2025-11-17,77.89,Mobile
577,6,24,2026-03-01,82.36,Mobile
578,6,25,2026-03-25,67.71,Mobile
579,6,26,2025-12-19,65.21,Mobile
580,6,27,2026-04-13,71.44,Mobile
581,6,31,2025-12-26,63.38,Mobile
582,6,32,2026-04-27,75.85,Mobile
583,6,34,2026-07-15,86.33,Mobile
584,6,36,2025-11-20,100.0,Mobile
585,6,41,2025-12-11,81.82,Mobile
586,6,43,2026-05-13,82.48,Mobile
587,6,45,2025-12-02,55.41,Mobile
588,6,46,2026-03-29,71.5,Mobile
589,6,47,2026-04-15,88.3,Mobile
590,6,50,2026-04-07,11.44,Mobile
591,6,54,2026-07-11,80.72,Mobile
592,6,60,2025-10-03,75.22,Mobile
593,6,61,2026-01-19,84.79,Mobile
594,6,62,2025-12-08,83.34,Mobile
595,6,65,2026-08-16,70.38,Mobile
596,6,66,2025-11-11,54.9,Mobile
597,6,76,2026-03-13,77.3,Mobile
598,6,79,2026-05-15,50.21,Mobile
599,6,86,2025-10-17,95.56,Mobile
600,6,87,2026-01-06,63.77,Mobile
601,6,88,2026-02-01,47.57,Mobile
602,6,89,2025-11-25,70.78,Mobile
603,6,92,2025-10-10,88.7,Mobile
604,6,93,2025-12-23,93.56,Mobile
605,6,95,2026-04-04,84.13,Mobile
606,6,100,2026-07-08,78.77,Mobile
607,6,102,2025-12-22,12.26,Mobile
608,6,104,2026-07-07,67.55,Mobile
609,6,105,2026-07-24,42.21,Mobile
610,6,110,2025-12-11,100.0,Mobile
611,6,112,2026-08-14,86.54,Mobile
612,6,113,2026-08-28,59.44,Mobile
613,6,126,2025-10-22,62.8,Mobile
614,6,135,2025-11-14,48.75,Mobile
615,6,140,2025-11-17,84.46,Mobile
