user_id,signup_date,region,device,subscription_tier
62,2025-05-28,Suburban,Mobile,Basic
63,2026-01-16,Urban,Mobile,Basic
64,2025-06-09,Suburban,Mobile,Premium
65,2025-03-01,Urban,TV,Free
66,2025-09-30,Suburban,TV,Premium
67,2025-08-16,Urban,TV,Free
68,2025-07-23,Suburban,Mobile,Premium
69,2025-04-09,Urban,Mobile,Free
70,2025-12-01,Urban,Mobile,Basic
71,2024-11-03,Suburban,TV,Free
72,2024-09-26,Urban,TV,Basic
73,2026-02-28,Urban,TV,Premium
74,2025-05-24,Urban,TV,Basic
75,2025-07-29,Urban,Mobile,Premium
76,2025-05-14,Urban,Laptop,Premium
77,2025-02-01,Suburban,TV,Free
78,2026-05-20,Urban,Mobile,Basic
79,2025-12-27,Urban,TV,Premium
80,2025-04-15,Urban,TV,Premium
81,2025-07-19,Rural,Laptop,Free
82,2024-09-17,Rural,Mobile,Premium
83,2025-09-02,Rural,Laptop,Basic
84,2025-05-06,Urban,Mobile,Basic
85,2025-08-30,Urban,Mobile,Free
86,2025-12-05,Suburban,Laptop,Basic
87,2025-02-21,Urban,Mobile,Free
88,2025-09-13,Urban,Mobile,Free
89,2025-02-11,Suburban,TV,Basic
90,2026-03-21,Urban,Mobile,Basic
91,2024-10-23,Suburban,TV,Basic
92,2025-02-22,Urban,Mobile,Free
93,2024-10-01,Suburban,TV,Basic
94,2026-05-10,Urban,Laptop,Basic
95,2025-04-24,Urban,Mobile,Premium
96,2024-12-23,Urban,Mobile,Premium
97,2026-05-12,Urban,Mobile,Basic
98,2026-01-06,Urban,TV,Premium
99,2025-09-23,Suburban,Mobile,Premium
100,2026-04-24,Urban,TV,Premium
101,2025-09-03,Urban,Mobile,Premium
102,2026-04-22,Rural,TV,Basic
103,2026-03-23,Suburban,Mobile,Premium
104,2024-09-26,Urban,Mobile,Premium
105,2025-04-18,Suburban,Laptop,Premium
106,2025-05-09,Urban,Mobile,Free
107,2025-05-07,Urban,Mobile,Basic
108,2024-10-09,Urban,TV,Basic
109,2025-02-15,Urban,TV,Free
110,2025-05-06,Urban,Mobile,Basic
111,2026-05-18,Urban,TV,Premium
112,2026-07-03,Urban,Mobile,Premium
113,2026-02-25,Urban,TV,Free
114,2025-01-27,Urban,Mobile,Premium
115,2024-09-08,Urban,Mobile,Premium
116,2025-11-02,Urban,TV,Basic
117,2025-01-09,Urban,TV,Premium
118,2025-02-03,Urban,TV,Free
119,2025-04-15,Urban,TV,Premium
120,2024-12-14,Urban,Laptop,Free
121,2025-04-16,Urban,TV,Basic
122,2025-02-12,Urban,Laptop,Premium
123,2025-02-28,Urban,Laptop,Free
124,2026-08-05,Urban,Mobile,Premium
125,2026-02-22,Urban,TV,Premium
126,2026-04-17,Urban,TV,Basic
127,2026-07-14,Urban,Mobile,Free
128,2025-10-21,Suburban,TV,Free
129,2026-07-23,Urban,TV,Basic
130,2025-09-25,Suburban,TV,Basic
131,2025-09-10,Urban,Mobile,Free
132,2026-02-20,Rural,Mobile,Basic
133,2026-01-08,Suburban,Mobile,Free
134,2025-10-24,Rural,Mobile,Free
135,2026-06-18,Urban,TV,Premium
136,2025-12-07,Urban,Mobile,Free
137,2026-07-29,Urban,Mobile,Free
138,2025-01-28,Urban,Laptop,Free
139,2025-01-30,Urban,Mobile,Premium
140,2025-09-03,Suburban,TV,Premium
141,2024-10-12,Urban,TV,Basic
142,2024-12-21,Urban,Mobile,Free
143,2025-07-03,Urban,Laptop,Basic
144,2025-11-25,Suburban,Mobile,Premium
145,2025-09-10,Urban,Mobile,Free
146,2025-08-30,Suburban,Mobile,Free
147,2026-07-20,Urban,Mobile,Free
148,2025-07-05,Urban,Mobile,Free
149,2026-07-16,Rural,Laptop,Free
150,2024-09-24,Urban,Mobile,Free
151,2024-11-06,Urban,Mobile,Basic
152,2025-11-13,Urban,Mobile,Free
153,2025-12-29,Urban,Mobile,Premium
154,2025-11-01,Urban,Mobile,Basic
155,2025-04-27,Rural,Mobile,Free
156,2025-02-07,Suburban,Mobile,Premium
157,2024-10-25,Urban,Laptop,Basic
158,2026-05-21,Suburban,Mobile,Free
159,2025-03-04,Urban,Laptop,Basic
160,2025-09-10,Urban,Laptop,Premium
161,2025-01-26,Urban,TV,Free
162,2026-07-06,Rural,Mobile,Free
163,2026-08-07,Rural,Mobile,Premium
164,2025-07-10,Urban,Mobile,Free
165,2025-08-28,Urban,Mobile,Premium
166,2026-03-24,Urban,Mobile,Premium
167,2026-01-19,Suburban,Laptop,Free
168,2025-05-16,Suburban,Mobile,Basic
169,2025-05-08,Rural,Mobile,Premium
170,2025-12-28,Suburban,Laptop,Free
171,2024-12-28,Rural,Mobile,Basic
172,2025-05-25,Urban,Mobile,Free
173,2024-11-06,Rural,TV,Basic
174,2025-07-31,Urban,Mobile,Premium
175,2026-06-02,Suburban,TV,Free
176,2025-07-10,Urban,Mobile,Free
177,2025-02-01,Suburban,Laptop,Premium
178,2024-12-12,Urban,Laptop,Free
179,2024-12-22,Suburban,Laptop,Basic
180,2024-09-22,Urban,Mobile,Basic
181,2026-01-22,Urban,TV,Free
182,2025-06-08,Urban,TV,Premium
183,2025-04-17,Urban,TV,Premium
184,2025-12-02,Suburban,Mobile,Basic
185,2024-10-04,Suburban,Mobile,Free
186,2026-03-10,Urban,Mobile,Premium
187,2026-05-04,Suburban,TV,Basic
188,2024-11-10,Urban,Mobile,Basic
189,2024-12-31,Urban,Mobile,Basic
190,2025-04-14,Urban,Laptop,Basic
191,2026-02-13,Urban,TV,Basic
192,2025-04-08,Rural,Laptop,Free
193,2025-01-26,Urban,Laptop,Basic
194,2025-02-06,Rural,Mobile,Basic
195,2025-12-03,Urban,Mobile,Premium
196,2025-08-21,Urban,Mobile,Basic
197,2024-10-03,Urban,Mobile,Basic
198,2025-09-17,Urban,Mobile,Premium
199,2026-05-30,Suburban,Mobile,Basic
200,2025-05-14,Urban,Mobile,Premium
201,2025-10-31,Urban,Mobile,Premium
202,2025-01-27,Urban,Mobile,Premium
203,2025-05-14,Urban,Mobile,Basic
204,2025-02-27,Suburban,Mobile,Basic
205,2026-06-12,Suburban,Mobile,Free
206,2025-08-01,Urban,Mobile,Free
207,2026-07-26,Urban,TV,Free
208,2025-12-06,Urban,Mobile,Basic
209,2025-08-06,Urban,Mobile,Free
210,2025-08-18,Urban,Mobile,Basic
211,2024-12-27,Urban,Laptop,Basic
212,2026-03-12,Urban,Mobile,Premium
213,2026-03-03,Urban,Mobile,Basic
214,2025-03-19,Urban,Mobile,Basic
215,2026-06-30,Urban,Mobile,Premium
216,2026-05-29,Suburban,Mobile,Basic
217,2025-11-20,Urban,Mobile,Basic
218,2025-06-02,Suburban,Mobile,Free
219,2025-03-09,Urban,Mobile,Premium
220,2024-09-22,Urban,TV,Premium
221,2024-09-24,Urban,Laptop,Premium
222,2026-05-03,Urban,Mobile,Premium
223,2025-10-24,Urban,Mobile,Premium
224,2026-01-22,Suburban,Mobile,Premium
225,2025-04-04,Urban,Mobile,Premium
226,2026-04-01,Urban,Mobile,Free
227,2026-04-24,Suburban,Laptop,Free
228,2026-04-25,Suburban,Mobile,Basic
229,2025-10-13,Urban,Mobile,Free
230,2025-04-20,Urban,TV,Premium
231,2026-03-27,Urban,Mobile,Basic
232,2025-12-07,Urban,Mobile,Premium
233,2025-07-26,Urban,Mobile,Premium
234,2024-09-18,Urban,Mobile,Premium
235,2025-03-14,Urban,Mobile,Basic
236,2026-02-04,Suburban,Mobile,Free
237,2025-09-10,Suburban,TV,Basic
238,2025-10-31,Urban,Mobile,Free
239,2025-05-05,Suburban,Laptop,Premium
240,2026-06-20,Suburban,Mobile,Free
241,2025-05-16,Urban,Mobile,Free
242,2025-06-19,Suburban,Mobile,Free
243,2026-07-07,Urban,TV,Basic
244,2026-06-09,Suburban,Mobile,Premium
245,2025-02-04,Urban,TV,Free
246,2025-08-01,Suburban,Mobile,Basic
247,2024-12-01,Urban,Mobile,Basic
248,2025-05-09,Urban,TV,Basic
249,2025-09-26,Urban,Laptop,Premium
250,2025-03-28,Urban,Laptop,Free
251,2026-08-03,Urban,Laptop,Basic
252,2026-02-09,Suburban,Mobile,Basic
253,2025-12-18,Suburban,Mobile,Free
254,2025-11-10,Urban,Mobile,Basic
255,2026-02-25,Urban,TV,Basic
256,2025-11-29,Suburban,TV,Premium
257,2025-01-18,Urban,TV,Basic
258,2026-06-29,Urban,Mobile,Free
259,2025-12-27,Urban,Mobile,Free
260,2025-08-08,Urban,TV,Basic
261,2026-02-13,Urban,Mobile,Basic
262,2024-12-08,Rural,Mobile,Basic
263,2024-12-13,Urban,Mobile,Premium
264,2025-05-02,Urban,Mobile,Free
265,2025-06-25,Urban,TV,Premium
266,2026-02-11,Urban,Laptop,Basic
267,2024-09-29,Suburban,Laptop,Basic
268,2025-07-24,Urban,Mobile,Premium
269,2026-01-03,Rural,TV,Free
270,2025-11-28,Urban,Mobile,Free
271,2025-01-20,Urban,TV,Free
272,2026-04-30,Urban,Laptop,Free
273,2026-05-19,Urban,Mobile,Basic
274,2025-03-22,Urban,TV,Premium
275,2025-01-13,Urban,Mobile,Premium
276,2025-04-04,Urban,Mobile,Free
277,2025-12-28,Urban,Mobile,Free
278,2025-04-04,Urban,Mobile,Free
279,2026-05-04,Rural,Mobile,Premium
280,2024-12-09,Urban,Mobile,Premium
281,2025-03-03,Urban,TV,Premium
282,2025-09-25,Urban,Mobile,Free
283,2025-06-11,Urban,Laptop,Premium
284,2025-03-30,Suburban,Mobile,Basic
285,2025-08-18,Urban,Laptop,Basic
286,2025-08-07,Urban,Mobile,Premium
287,2026-06-24,Suburban,Mobile,Premium
288,2025-04-28,Urban,Mobile,Premium
289,2025-11-08,Urban,Mobile,Free
290,2025-09-27,Rural,Laptop,Premium
291,2025-03-12,Urban,Mobile,Basic
292,2025-03-31,Urban,Mobile,Premium
293,2026-02-05,Urban,TV,Free
294,2026-05-01,Suburban,Mobile,Premium
295,2026-06-02,Suburban,Mobile,Premium
296,2025-05-16,Urban,TV,Basic
297,2025-03-20,Suburban,Mobile,Premium
298,2025-10-06,Urban,TV,Basic
299,2025-05-17,Urban,Mobile,Free
300,2024-12-13,Urban,Mobile,Free
301,2025-11-10,Urban,Mobile,Premium
302,2025-04-02,Suburban,Mobile,Free
303,2025-03-21,Urban,Mobile,Free
304,2025-07-08,Urban,Mobile,Premium
305,2025-08-04,Urban,Mobile,Premium
306,2026-02-11,Rural,Mobile,Basic
307,2026-02-04,Suburban,Mobile,Basic
308,2024-09-10,Suburban,Laptop,Basic
309,2025-06-09,Urban,Mobile,Basic
310,2025-10-21,Urban,TV,Basic
311,2025-08-10,Rural,TV,Basic
312,2026-03-07,Urban,Mobile,Premium
313,2025-06-26,Urban,Laptop,Premium
314,2024-10-27,Urban,Mobile,Basic
315,2025-01-26,Urban,TV,Free
316,2025-04-15,Rural,Mobile,Premium
317,2026-07-03,Urban,Mobile,Basic
318,2025-03-23,Rural,Mobile,Premium
319,2026-05-21,Urban,Mobile,Free
320,2025-08-09,Suburban,Mobile,Premium
321,2025-09-03,Urban,TV,Premium
322,2026-03-01,Urban,Mobile,Basic
323,2026-03-16,Urban,Mobile,Basic
324,2026-03-30,Rural,TV,Free
325,2025-02-21,Urban,Mobile,Basic
326,2024-11-14,Urban,Mobile,Premium
327,2026-07-12,Urban,Mobile,Free
328,2025-08-05,Urban,Mobile,Basic
329,2024-12-13,Suburban,Mobile,Free
330,2026-06-06,Suburban,Mobile,Premium
331,2026-06-10,Urban,TV,Basic
332,2025-06-25,Urban,Mobile,Premium
333,2024-12-31,Rural,Mobile,Free
334,2025-09-05,Urban,Mobile,Premium
335,2026-01-24,Suburban,TV,Free
336,2026-04-13,Suburban,TV,Basic
337,2024-11-15,Urban,Mobile,Premium
338,2025-02-07,Urban,Laptop,Free
339,2026-07-09,Urban,Laptop,Basic
340,2025-04-09,Urban,Laptop,Free
341,2025-08-06,Rural,Mobile,Basic
342,2025-02-16,Urban,Laptop,Free
343,2025-02-06,Urban,TV,Free
344,2025-09-10,Urban,Mobile,Free
345,2025-02-13,Urban,Mobile,Premium
346,2025-07-22,Suburban,Mobile,Premium
347,2026-01-21,Urban,Mobile,Premium
348,2025-06-27,Urban,Mobile,Basic
349,2024-12-30,Urban,TV,Free
350,2026-01-07,Urban,Laptop,Premium
351,2024-10-28,Rural,Mobile,Free
352,2025-09-15,Urban,Laptop,Basic
353,2025-11-18,Urban,Mobile,Basic
354,2026-01-28,Rural,Laptop,Premium
355,2026-02-23,Urban,Mobile,Free
356,2025-08-11,Urban,Mobile,Basic
357,2025-05-09,Urban,Mobile,Premium
358,2025-11-26,Urban,Mobile,Basic
359,2024-12-28,Urban,Mobile,Free
360,2025-05-26,Rural,Mobile,Free
361,2025-08-27,Urban,Mobile,Basic
362,2026-03-08,Urban,Laptop,Free
363,2024-09-23,Rural,Mobile,Free
364,2025-10-02,Urban,Laptop,Basic
365,2026-05-25,Urban,Mobile,Premium
366,2025-03-08,Urban,Mobile,Basic
367,2025-09-27,Urban,Mobile,Basic
368,2025-09-30,Rural,Laptop,Free
369,2024-11-13,Urban,Mobile,Free
370,2026-02-15,Urban,TV,Basic
371,2024-10-09,Urban,Mobile,Free
372,2026-06-27,Urban,Mobile,Premium
373,2025-08-02,Urban,Laptop,Premium
374,2024-12-04,Rural,Laptop,Basic
375,2024-11-10,Suburban,TV,Free
376,2025-12-31,Urban,Mobile,Basic
377,2025-12-26,Suburban,Mobile,Basic
378,2025-10-14,Urban,Mobile,Free
379,2024-12-25,Suburban,Mobile,Free
380,2026-07-22,Urban,Mobile,Premium
381,2025-09-12,Suburban,Mobile,Basic
382,2025-10-22,Suburban,Mobile,Premium
383,2026-02-17,Suburban,TV,Free
384,2025-11-11,Suburban,TV,Free
385,2025-12-16,Urban,TV,Premium
386,2025-03-21,Suburban,Mobile,Basic
387,2025-10-18,Suburban,Mobile,Basic
388,2026-02-08,Suburban,Mobile,Basic
389,2025-10-24,Suburban,TV,Basic
390,2025-02-03,Urban,Mobile,Basic
391,2025-08-19,Urban,Laptop,Premium
392,2025-11-11,Urban,TV,Basic
393,2024-12-31,Suburban,Mobile,Basic
394,2026-04-29,Urban,Laptop,Free
395,2025-08-30,Urban,Laptop,Basic
396,2024-09-08,Urban,TV,Free
397,2026-04-29,Urban,TV,Basic
398,2026-06-22,Urban,Mobile,Free
399,2026-02-15,Rural,Laptop,Premium
400,2025-01-20,Urban,TV,Free
401,2026-08-04,Urban,Mobile,Basic
402,2025-01-13,Suburban,Mobile,Basic
403,2024-10-09,Urban,Mobile,Free
404,2025-03-05,Urban,Mobile,Free
405,2025-07-05,Suburban,TV,Premium
406,2026-07-04,Suburban,Mobile,Basic
407,2026-06-28,Rural,Mobile,Free
408,2025-07-19,Rural,Mobile,Premium
409,2024-11-23,Urban,TV,Basic
410,2025-06-07,Urban,Laptop,Premium
411,2026-01-19,Urban,Mobile,Free
412,2025-09-19,Urban,TV,Premium
413,2026-01-17,Rural,Mobile,Free
414,2026-05-12,Suburban,Laptop,Premium
415,2025-06-19,Suburban,TV,Basic
416,2024-12-27,Urban,Mobile,Basic
417,2025-08-26,Suburban,TV,Free
418,2026-03-28,Urban,Mobile,Basic
419,2026-07-16,Urban,Mobile,Premium
420,2025-08-23,Urban,Mobile,Basic
421,2026-06-24,Urban,TV,Basic
422,2026-05-01,Urban,Mobile,Basic
423,2024-12-31,Urban,Mobile,Basic
424,2026-04-29,Suburban,TV,Premium
425,2025-09-11,Urban,Mobile,Basic
426,2026-07-15,Rural,Mobile,Premium
427,2025-06-18,Urban,Mobile,Premium
428,2025-10-20,Urban,Mobile,Basic
429,2025-11-10,Urban,Mobile,Basic
430,2025-04-08,Urban,Mobile,Basic
431,2024-12-06,Urban,Mobile,Basic
432,2025-01-04,Urban,TV,Premium
433,2025-09-08,Urban,Mobile,Basic
434,2025-08-07,Rural,Mobile,Basic
435,2026-02-08,Suburban,Mobile,Premium
436,2025-06-11,Suburban,TV,Free
437,2024-10-09,Urban,TV,Basic
438,2026-01-17,Suburban,Mobile,Basic
439,2025-07-19,Urban,TV,Free
440,2026-04-04,Urban,Mobile,Free
441,2025-09-12,Suburban,Mobile,Basic
442,2025-10-10,Urban,Laptop,Basic
443,2024-10-18,Suburban,TV,Basic
444,2025-07-06,Suburban,Mobile,Free
445,2024-10-05,Rural,Laptop,Premium
446,2025-07-22,Suburban,Mobile,Basic
447,2025-04-13,Urban,Mobile,Premium
448,2026-02-08,Suburban,Laptop,Premium
449,2025-08-16,Urban,Mobile,Free
450,2024-12-20,Urban,Laptop,Basic
451,2025-08-22,Urban,Mobile,Free
452,2025-09-08,Suburban,Mobile,Basic
453,2025-11-12,Urban,Mobile,Free
454,2025-06-19,Urban,Laptop,Free
455,2024-09-29,Suburban,TV,Basic
456,2025-09-21,Rural,TV,Basic
457,2025-04-02,Rural,Mobile,Basic
458,2025-08-12,Urban,Laptop,Premium
459,2025-04-08,Urban,Laptop,Basic
460,2025-08-11,Urban,Mobile,Basic
461,2025-07-25,Rural,Mobile,Basic
462,2026-03-27,Urban,TV,Premium
463,2026-07-24,Rural,Mobile,Free
464,2024-12-10,Urban,Mobile,Basic
465,2025-08-31,Urban,Mobile,Premium
466,2025-10-05,Urban,Mobile,Free
467,2025-07-28,Urban,TV,Free
468,2026-05-09,Suburban,Mobile,Basic
469,2025-01-25,Suburban,Mobile,Premium
470,2025-09-30,Suburban,Mobile,Free
471,2026-03-29,Urban,Mobile,Basic
472,2025-05-13,Rural,Mobile,Premium
473,2025-03-17,Urban,Mobile,Premium
474,2025-01-10,Urban,Mobile,Free
475,2026-01-24,Rural,Mobile,Premium
476,2026-02-04,Rural,Mobile,Free
477,2026-03-21,Urban,Laptop,Premium
478,2026-02-22,Suburban,Mobile,Free
479,2026-05-26,Urban,Mobile,Premium
480,2025-10-12,Suburban,Mobile,Basic
481,2024-10-30,Suburban,Mobile,Free
482,2026-02-24,Urban,Laptop,Basic
483,2026-01-24,Rural,TV,Premium
484,2025-06-23,Urban,Mobile,Premium
485,2026-06-04,Urban,Mobile,Free
486,2026-04-21,Suburban,TV,Free
487,2025-09-08,Urban,TV,Premium
488,2025-08-11,Suburban,Mobile,Basic
489,2026-07-13,Rural,Mobile,Free
490,2026-06-01,Suburban,Laptop,Basic
491,2026-04-21,Suburban,TV,Basic
492,2025-08-04,Suburban,Mobile,Basic
493,2026-06-23,Suburban,TV,Free
494,2025-02-11,Urban,TV,Free
495,2025-09-26,Urban,Mobile,Premium
496,2026-02-13,Suburban,Mobile,Basic
497,2025-11-18,Urban,Mobile,Basic
498,2026-04-08,Urban,Mobile,Basic
499,2024-09-16,Urban,TV,Free
500,2025-11-30,Suburban,Mobile,Basic
501,2026-04-01,Urban,Mobile,Free
502,2026-03-26,Urban,Mobile,Basic
503,2026-01-09,Urban,Mobile,Basic
504,2025-09-10,Suburban,TV,Basic
505,2025-12-29,Urban,Mobile,Free
506,2025-06-17,Suburban,TV,Premium
507,2025-08-13,Urban,Laptop,Basic
508,2025-12-23,Urban,Mobile,Free
509,2026-06-29,Urban,Mobile,Premium
510,2025-10-27,Urban,TV,Basic
511,2025-11-03,Suburban,TV,Basic
512,2025-08-14,Urban,Mobile,Basic
513,2026-05-21,Urban,TV,Basic
514,2024-09-24,Urban,TV,Premium
515,2025-08-12,Rural,Mobile,Free
516,2026-05-11,Urban,TV,Free
517,2025-08-13,Rural,TV,Premium
518,2026-03-18,Suburban,TV,Free
519,2026-06-30,Urban,Mobile,Basic
520,2025-05-12,Rural,TV,Premium
521,2024-12-24,Suburban,Mobile,Basic
522,2025-04-06,Urban,TV,Premium
523,2025-08-07,Urban,Mobile,Basic
524,2025-12-26,Urban,Mobile,Basic
525,2026-04-16,Urban,Laptop,Basic
526,2025-10-14,Urban,Mobile,Premium
527,2024-09-09,Urban,Mobile,Premium
528,2026-06-19,Urban,Mobile,Basic
529,2025-06-29,Suburban,Mobile,Free
530,2025-11-13,Suburban,Mobile,Free
531,2024-09-08,Urban,Laptop,Free
532,2025-11-03,Urban,TV,Basic
533,2026-07-25,Urban,Mobile,Basic
534,2026-06-25,Urban,Mobile,Basic
535,2026-02-20,Urban,Mobile,Basic
536,2025-06-14,Suburban,Mobile,Free
537,2026-03-25,Suburban,Mobile,Basic
538,2025-06-18,Urban,Mobile,Free
539,2025-11-15,Rural,TV,Basic
540,2025-01-31,Suburban,Mobile,Free
541,2025-03-18,Urban,Mobile,Basic
542,2025-03-23,Suburban,Mobile,Free
543,2025-08-11,Urban,Mobile,Premium
544,2025-10-11,Urban,TV,Free
545,2025-10-01,Rural,TV,Free
546,2025-04-22,Urban,Mobile,Premium
547,2026-04-16,Urban,Laptop,Free
548,2026-06-01,Urban,Mobile,Free
549,2025-11-04,Urban,TV,Premium
550,2026-06-18,Suburban,TV,Free
551,2026-02-03,Urban,Mobile,Premium
552,2025-06-12,Rural,Mobile,Premium
553,2025-04-23,Urban,Mobile,Basic
554,2025-09-05,Urban,TV,Basic
555,2025-10-20,Rural,Mobile,Free
556,2024-11-10,Rural,Mobile,Free
557,2024-10-25,Urban,TV,Basic
558,2026-01-30,Suburban,Laptop,Free
559,2024-10-03,Urban,Mobile,Basic
560,2025-11-19,Suburban,Mobile,Premium
561,2025-03-16,Urban,Laptop,Premium
562,2024-11-21,Suburban,Mobile,Basic
563,2025-12-10,Urban,Mobile,Free
564,2025-11-19,Urban,Mobile,Basic
565,2025-10-25,Urban,Mobile,Basic
566,2026-05-17,Urban,Mobile,Premium
567,2025-05-08,Rural,Mobile,Free
568,2026-06-08,Urban,Mobile,Free
569,2025-10-02,Urban,Mobile,Free
570,2025-06-06,Suburban,TV,Premium
571,2025-12-27,Suburban,Mobile,Premium
572,2026-01-24,Rural,Mobile,Premium
573,2025-11-16,Rural,TV,Premium
574,2024-10-21,Urban,Mobile,Basic
575,2025-06-15,Suburban,Mobile,Basic
576,2026-07-28,Rural,Mobile,Premium
577,2024-12-04,Urban,TV,Basic
578,2025-01-21,Urban,Mobile,Free
579,2025-01-10,Urban,Laptop,Premium
580,2026-07-28,Urban,Mobile,Premium
581,2025-05-14,Suburban,TV,Free
582,2025-02-14,Urban,Mobile,Premium
583,2026-01-04,Suburban,Mobile,Premium
584,2026-02-11,Urban,Mobile,Premium
585,2026-03-31,Rural,Mobile,Premium
586,2025-04-04,Urban,Laptop,Basic
587,2024-12-08,Urban,Mobile,Premium
588,2025-02-04,Urban,Mobile,Free
589,2026-07-07,Suburban,Mobile,Basic
590,2024-11-02,Urban,Mobile,Premium
591,2025-09-17,Suburban,TV,Basic
592,2026-01-02,Urban,TV,Free
593,2026-01-20,Urban,Mobile,Basic
594,2026-04-09,Rural,Mobile,Basic
595,2025-07-03,Suburban,TV,Free
596,2025-11-08,Urban,TV,Basic
597,2025-07-22,Urban,Mobile,Premium
598,2024-12-17,Suburban,Mobile,Free
599,2025-01-12,Suburban,Mobile,Premium
600,2026-06-28,Urban,Mobile,Premium
601,2026-03-30,Urban,TV,Free
602,2025-03-07,Suburban,Mobile,Premium
603,2025-08-11,Urban,Mobile,Premium
604,2025-07-08,Suburban,TV,Premium
605,2025-11-15,Urban,Mobile,Premium
606,2025-03-03,Suburban,Mobile,Free
607,2026-04-13,Urban,Mobile,Premium
608,2025-02-08,Suburban,TV,Premium
609,2025-11-11,Urban,Mobile,Free
610,2025-05-23,Urban,TV,Free
